model	data	val_acc	val_f1
bert-large-cased	mnli_matched	0.8563423331635253	0.8560906715668659
bert-large-cased	mnli_mismatched	0.8543531326281529	0.854081511403568
bert-large-cased	mrpc	0.8480392156862745	0.8466817709415922
bert-large-cased	qnli	0.9181768259198243	0.9181782736291538
bert-large-cased	qqp	0.9004946821667079	0.9012398303052622
bert-large-cased	rte	0.6714801444043321	0.6681876727960131
bert-large-cased	sst	0.9231651376146789	0.9231690793412076
meaning-match-bert-large	mnli_matched	0.8585838003056546	0.858463578451182
meaning-match-bert-large	mnli_mismatched	0.8538445890968267	0.8536290779487399
meaning-match-bert-large	mrpc	0.8431372549019608	0.8357369975017034
meaning-match-bert-large	qnli	0.9178107267069375	0.9177982450910263
meaning-match-bert-large	qqp	0.9006430868167202	0.9013662741732259
meaning-match-bert-large	rte	0.6823104693140795	0.6777979301429996
meaning-match-bert-large	sst	0.926605504587156	0.926611296724995
meaning-match-roberta-large	mnli_matched	0.9034131431482425	0.9032393371350885
meaning-match-roberta-large	mnli_mismatched	0.8994100895036615	0.8991161998728904
meaning-match-roberta-large	mrpc	0.8676470588235294	0.8635886551289826
meaning-match-roberta-large	qnli	0.9430715723961194	0.9430713396798874
meaning-match-roberta-large	qqp	0.909596834034133	0.9102006424663912
meaning-match-roberta-large	rte	0.8231046931407943	0.8230676823669297
meaning-match-roberta-large	sst	0.9552752293577982	0.955278464490657
roberta-large	mnli_matched	0.9023942944472746	0.9024112844651774
roberta-large	mnli_mismatched	0.9026647681041498	0.9025746662356773
roberta-large	mrpc	0.8553921568627451	0.8539264434019926
roberta-large	qnli	0.9445359692476661	0.9445275462418283
roberta-large	qqp	0.9056641108088054	0.9062045715767426
roberta-large	rte	0.7220216606498195	0.720976313259787
roberta-large	sst	0.9575688073394495	0.9575696446220313
